title,country_association,university_association,Originality,Method,Credibility,Understandability,Relevance,Quality of Citations,Linguistic style and soundness of grammar,Overall score
CP_paper_104,Germany,Leibniz University Hannover,8,9,7,6,8,7,9,8
CP_paper_104,South Africa,University of Cape Town,7,9,8,6,8,7,8,7.5
CP_paper_104,South Africa,University of South Africa,8,9,7,6,8,7,8,7.5
CP_paper_104,South Africa,University of the Free State,7,8,9,6,8,7,8,7.5
CP_paper_19,Switzerland,ETH Zurich,8,9,9,7,8,9,8,8.3
CP_paper_19,Switzerland,University of Lausanne,8,9,7,7,9,8,8,8
CP_paper_19,Switzerland,Zurich University of Applied Sciences (ZHAW),8,9,7,6,8,7,8,7.5
CP_paper_19,England,University of Cambridge,8,7,9,6,8,8,9,8
CP_paper_19,England,University of Dundee,9,8,7,8,9,7,8,8
CP_paper_19,England,University of Wolverhampton,8,7,8,7,9,7,8,7.8
CP_paper_19,China,Peking University,8,7,7,6,9,6,8,7
CP_paper_19,China,Dalian University of Technology,8,9,7,6,9,7,8,7.67
CP_paper_19,China,China University of Mining and Technology,8,9,7,8,9,7,8,8
CP_paper_19,India,Indian Institute of Technology Bombay (IITB),8,9,7,8,8,7,8,8
CP_paper_19,India,University of Delhi,8,9,7,6,8,7,8,7.5
CP_paper_19,India,Indian Institute of Technology Hyderabad (IITH),8,7,6,7,9,6,8,7
CP_paper_19,Iran,Sharif University of Technology,8,7,7,6,8,6,7,7
CP_paper_19,Iran,Shiraz University,8,9,7,8,9,7,8,8
CP_paper_19,Iran,Ferdowsi University of Mashhad,8,7,7,6,8,7,8,7
CP_paper_19,USA,Massachusetts Institute of Technology,8,9,7,7,8,8,9,8
CP_paper_19,USA,University of Houston,8,7,8,6,9,7,8,7.5
CP_paper_19,USA,Western Washington University,8,7,6,7,8,7,9,7
CP_paper_19,Brazil,University of Sao Paulo,8,9,7,8,9,7,8,8
CP_paper_19,Brazil,Universidade de Brasília,8,7,7,6,9,6,8,7
CP_paper_19,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,9,7,8,9,8,8,8.143
CP_paper_19,Egypt,Cairo University,8,7,6,8,9,7,8,7.6
CP_paper_19,Egypt,Alexandria University,7,8,6,7,8,6,7,7
CP_paper_19,Egypt,Zagazig University,7,8,7,6,8,8,7,7.29
CP_paper_19,Australia,The University of Melbourne,8,9,7,6,8,8,9,8
CP_paper_19,Australia,The University of Adelaide,8,7,8,7,9,7,8,7.875
CP_paper_19,Australia,Queensland University of Technology (QUT),8,9,8,7,9,7,8,8
CP_paper_19,Germany,Technical University of Munich,8,9,7,8,9,7,8,8
CP_paper_19,Germany,University of Potsdam,8,7,6,7,9,6,8,7
CP_paper_19,Germany,Leibniz University Hannover,8,9,7,8,9,8,8,8.0
CP_paper_19,South Africa,University of Cape Town,8,9,7,6,8,7,8,7.5
CP_paper_19,South Africa,University of South Africa,8,9,8,7,9,8,7,8
CP_paper_19,South Africa,University of the Free State,8,7,6,7,9,7,8,7.5
CP_paper_74,Switzerland,ETH Zurich,8,9,7,7,9,8,8,8
CP_paper_74,Switzerland,University of Lausanne,8,9,7,6,8,7,9,7.75
CP_paper_74,Switzerland,Zurich University of Applied Sciences (ZHAW),9,8,7,8,9,8,9,8.25
CP_paper_74,England,University of Cambridge,8,9,7,6,9,8,7,7.75
CP_paper_74,England,University of Dundee,8,9,7,6,8,8,7,7.5
CP_paper_74,England,University of Wolverhampton,8,9,7,6,9,8,8,8
CP_paper_74,China,Peking University,8,9,7,6,9,8,8,8
CP_paper_74,China,Dalian University of Technology,8,7,9,6,9,8,7,7.75
CP_paper_74,China,China University of Mining and Technology,8,9,7,6,8,7,8,7.5
CP_paper_74,India,Indian Institute of Technology Bombay (IITB),8,9,7,8,9,8,8,8.0
CP_paper_74,India,University of Delhi,8,9,7,6,8,7,8,7.5
CP_paper_74,India,Indian Institute of Technology Hyderabad (IITH),9,8,7,6,8,7,8,7.5
CP_paper_74,Iran,Sharif University of Technology,8,9,7,6,8,7,7,7.5
CP_paper_74,Iran,Shiraz University,8,9,7,6,9,7,8,7.67
CP_paper_74,Iran,Ferdowsi University of Mashhad,8,9,7,6,9,8,7,8
CP_paper_74,USA,Massachusetts Institute of Technology,9,8,7,6,8,7,8,7.5
CP_paper_74,USA,University of Houston,8,9,7,6,8,7,8,7.5
CP_paper_74,USA,Western Washington University,8,7,6,7,9,7,8,7
CP_paper_74,Brazil,University of Sao Paulo,8,9,7,6,9,8,8,8
CP_paper_74,Brazil,Universidade de Brasília,8,7,6,7,9,5,8,7
CP_paper_74,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,9,7,6,9,8,7,7.75
CP_paper_74,Egypt,Cairo University,8,7,6,8,9,7,8,7.5
CP_paper_74,Egypt,Alexandria University,7,8,6,7,9,7,8,7.5
CP_paper_74,Egypt,Zagazig University,8,7,6,6,9,7,7,7
CP_paper_74,Australia,The University of Melbourne,7,9,8,6,8,7,8,7.5
CP_paper_74,Australia,The University of Adelaide,8,9,7,6,9,8,7,8
CP_paper_74,Australia,Queensland University of Technology (QUT),8,9,7,6,9,8,8,8
CP_paper_74,Germany,Technical University of Munich,8,9,7,8,9,7,8,8
CP_paper_74,Germany,University of Potsdam,8,9,7,6,8,7,8,7.5
CP_paper_74,Germany,Leibniz University Hannover,8,9,7,6,8,7,8,7
CP_paper_74,South Africa,University of Cape Town,8,9,7,6,8,7,8,7.5
CP_paper_74,South Africa,University of South Africa,8,9,7,6,9,8,7,7.75
CP_paper_74,South Africa,University of the Free State,8,7,9,6,8,7,8,7.5
AP_paper_13,Switzerland,ETH Zurich,8,9,9,7,8,8,9,8.5
AP_paper_13,Switzerland,University of Lausanne,8,9,8,7,9,9,8,8.25
AP_paper_13,Switzerland,Zurich University of Applied Sciences (ZHAW),8,9,9,7,9,8,8,8.5
AP_paper_13,England,University of Cambridge,9,8,8,7,9,9,8,8.0
AP_paper_13,England,University of Dundee,8,9,9,7,9,8,8,8.25
AP_paper_13,England,University of Wolverhampton,8,9,8,7,9,8,9,8.0
AP_paper_13,China,Peking University,8,9,9,7,8,8,8,8
AP_paper_13,China,Dalian University of Technology,8,9,8,7,9,8,8,8
AP_paper_13,China,China University of Mining and Technology,8,9,7,6,8,7,8,7.5
AP_paper_13,India,Indian Institute of Technology Bombay (IITB),8,9,8,7,9,8,8,8.0
AP_paper_13,India,University of Delhi,8,9,8,7,9,8,8,8
AP_paper_13,India,Indian Institute of Technology Hyderabad (IITH),8,9,8,7,9,8,8,8.0
AP_paper_13,Iran,Sharif University of Technology,8,9,7,6,8,7,8,7.5
AP_paper_13,Iran,Shiraz University,8,9,7,6,9,8,7,7.75
AP_paper_13,Iran,Ferdowsi University of Mashhad,8,9,8,7,9,8,8,8.125
AP_paper_13,USA,Massachusetts Institute of Technology,8,9,9,7,8,8,9,8
AP_paper_13,USA,University of Houston,9,8,9,7,8,8,9,8
AP_paper_13,USA,Western Washington University,8,9,9,7,9,8,8,8.5
AP_paper_13,Brazil,University of Sao Paulo,9,8,7,6,8,7,8,7.5
AP_paper_13,Brazil,Universidade de Brasília,8,9,8,7,9,8,7,8.0
AP_paper_13,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",9,8,8,7,9,8,8,8
AP_paper_13,Egypt,Cairo University,8,9,7,6,8,7,7,7.5
AP_paper_13,Egypt,Alexandria University,8,9,7,6,8,7,8,7.5
AP_paper_13,Egypt,Zagazig University,9,8,7,7,8,7,8,7.75
AP_paper_13,Australia,The University of Melbourne,9,8,7,8,8,7,8,8
AP_paper_13,Australia,The University of Adelaide,8,9,9,7,9,8,8,8.3
AP_paper_13,Australia,Queensland University of Technology (QUT),8,9,9,7,8,8,9,8.0
AP_paper_13,Germany,Technical University of Munich,8,9,9,7,8,8,8,8
AP_paper_13,Germany,University of Potsdam,8,9,9,7,8,9,8,8.0
AP_paper_13,Germany,Leibniz University Hannover,8,9,8,7,9,8,9,8.3
AP_paper_13,South Africa,University of Cape Town,8,9,7,6,8,7,8,7.5
AP_paper_13,South Africa,University of South Africa,8,9,7,6,9,8,8,8
AP_paper_13,South Africa,University of the Free State,8,9,7,6,8,7,8,7.5
AI_paper_36,Switzerland,ETH Zurich,8,9,9,7,9,8,8,8.25
AI_paper_36,Switzerland,University of Lausanne,8,9,7,6,9,8,8,8
AI_paper_36,Switzerland,Zurich University of Applied Sciences (ZHAW),8,9,9,7,10,9,8,8.5
AI_paper_36,England,University of Cambridge,8,9,7,6,9,8,8,8
AI_paper_36,England,University of Dundee,8,9,7,7,9,8,8,8
AI_paper_36,England,University of Wolverhampton,9,8,7,6,9,8,8,8
AI_paper_36,China,Peking University,8,9,9,7,10,8,8,8.5
AI_paper_36,China,Dalian University of Technology,8,9,7,6,9,8,8,8
AI_paper_36,China,China University of Mining and Technology,8,9,8,7,9,8,8,8.0
AI_paper_36,India,Indian Institute of Technology Bombay (IITB),8,9,7,6,9,8,8,8
AI_paper_36,India,University of Delhi,9,8,7,8,9,7,8,8
AI_paper_36,India,Indian Institute of Technology Hyderabad (IITH),9,8,7,8,9,7,8,8
AI_paper_36,Iran,Sharif University of Technology,8,9,7,8,9,6,7,8
AI_paper_36,Iran,Shiraz University,8,9,7,6,8,7,7,7
AI_paper_36,Iran,Ferdowsi University of Mashhad,9,8,8,7,9,7,8,8
AI_paper_36,USA,Massachusetts Institute of Technology,9,8,8,7,9,8,8,8.0
AI_paper_36,USA,University of Houston,8,9,7,6,9,8,7,8
AI_paper_36,USA,Western Washington University,9,8,7,6,9,8,8,8
AI_paper_36,Brazil,University of Sao Paulo,8,9,7,6,10,8,7,8
AI_paper_36,Brazil,Universidade de Brasília,8,9,7,6,9,7,8,7.875
AI_paper_36,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,9,7,8,9,7,8,8
AI_paper_36,Egypt,Cairo University,9,8,7,6,9,8,7,7.75
AI_paper_36,Egypt,Alexandria University,8,9,7,6,9,7,8,8
AI_paper_36,Egypt,Zagazig University,8,9,7,8,9,7,8,8
AI_paper_36,Australia,The University of Melbourne,9,8,8,7,9,8,8,8.125
AI_paper_36,Australia,The University of Adelaide,8,9,7,6,9,7,8,8
AI_paper_36,Australia,Queensland University of Technology (QUT),9,8,7,6,9,8,9,8
AI_paper_36,Germany,Technical University of Munich,8,9,9,7,10,8,9,8.5
AI_paper_36,Germany,University of Potsdam,8,9,7,8,9,7,8,8.0
AI_paper_36,Germany,Leibniz University Hannover,9,8,9,7,9,8,8,8.25
AI_paper_36,South Africa,University of Cape Town,8,9,7,6,9,7,8,7.75
AI_paper_36,South Africa,University of South Africa,8,9,7,6,9,7,8,8
AI_paper_36,South Africa,University of the Free State,9,8,8,7,9,7,8,8
EM_paper_30,Switzerland,ETH Zurich,8,9,9,7,8,8,8,8
EM_paper_30,Switzerland,University of Lausanne,9,8,8,7,9,7,8,8
EM_paper_30,Switzerland,Zurich University of Applied Sciences (ZHAW),8,7,9,6,8,8,7,7.5
EM_paper_30,England,University of Cambridge,8,9,7,6,9,7,8,7.75
EM_paper_30,England,University of Dundee,9,8,7,6,8,7,9,7
EM_paper_30,England,University of Wolverhampton,8,9,7,6,8,7,9,7.67
EM_paper_30,China,Peking University,8,9,7,6,9,7,8,7.75
EM_paper_30,China,Dalian University of Technology,7,8,8,7,9,8,8,8
EM_paper_30,China,China University of Mining and Technology,7,8,9,6,8,7,8,7.5
EM_paper_30,India,Indian Institute of Technology Bombay (IITB),8,9,7,6,8,7,8,7.5
EM_paper_30,India,University of Delhi,7,8,9,6,8,7,8,7.5
EM_paper_30,India,Indian Institute of Technology Hyderabad (IITH),8,9,7,6,8,7,8,7
EM_paper_30,Iran,Sharif University of Technology,8,9,7,6,8,7,8,7.5
EM_paper_30,Iran,Shiraz University,8,7,9,6,8,7,7,7.5
EM_paper_30,Iran,Ferdowsi University of Mashhad,8,9,7,7,8,6,8,7.5
EM_paper_30,USA,Massachusetts Institute of Technology,8,9,9,8,9,8,8,8.5
EM_paper_30,USA,University of Houston,8,7,9,6,8,7,8,7
EM_paper_30,USA,Western Washington University,8,7,9,6,8,7,8,7.5
EM_paper_30,Brazil,University of Sao Paulo,7,8,9,6,8,7,8,7.5
EM_paper_30,Brazil,Universidade de Brasília,8,9,7,6,8,7,8,7.5
EM_paper_30,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,9,7,6,8,7,8,7.5
EM_paper_30,Egypt,Cairo University,8,7,6,8,7,6,8,7
EM_paper_30,Egypt,Alexandria University,7,8,9,6,8,7,8,7.5
EM_paper_30,Egypt,Zagazig University,8,9,7,6,9,7,8,7.5
EM_paper_30,Australia,The University of Melbourne,8,9,9,7,8,8,9,8
EM_paper_30,Australia,The University of Adelaide,8,9,9,7,8,8,8,8
EM_paper_30,Australia,Queensland University of Technology (QUT),7,8,9,6,7,8,7,7.5
EM_paper_30,Germany,Technical University of Munich,8,9,7,6,8,7,8,7.5
EM_paper_30,Germany,University of Potsdam,8,9,7,6,9,8,9,8
EM_paper_30,Germany,Leibniz University Hannover,8,9,7,6,8,7,8,7.5
EM_paper_30,South Africa,University of Cape Town,8,9,7,8,9,7,8,8
EM_paper_30,South Africa,University of South Africa,8,9,7,6,8,7,8,7.5
EM_paper_30,South Africa,University of the Free State,8,7,9,6,8,7,8,7
EM_paper_92,Switzerland,ETH Zurich,9,10,8,7,9,8,8,8.5
EM_paper_92,Switzerland,University of Lausanne,8,9,9,7,8,8,7,8
EM_paper_92,Switzerland,Zurich University of Applied Sciences (ZHAW),8,9,7,8,9,8,9,8.25
EM_paper_92,England,University of Cambridge,8,9,7,6,9,8,8,8
EM_paper_92,England,University of Dundee,8,9,7,6,8,7,8,7.5
EM_paper_92,England,University of Wolverhampton,8,9,7,7,8,7,8,7.75
EM_paper_92,China,Peking University,9,8,7,6,8,7,8,7.5
EM_paper_92,China,Dalian University of Technology,8,9,7,8,9,7,8,8.0
EM_paper_92,China,China University of Mining and Technology,8,9,7,8,9,8,8,8
EM_paper_92,India,Indian Institute of Technology Bombay (IITB),8,9,7,6,9,7,8,7.75
EM_paper_92,India,University of Delhi,8,9,7,6,9,8,7,7.67
EM_paper_92,India,Indian Institute of Technology Hyderabad (IITH),8,9,9,7,8,8,8,8.1
EM_paper_92,Iran,Sharif University of Technology,8,9,7,7,8,6,7,7.5
EM_paper_92,Iran,Shiraz University,8,9,7,6,9,7,8,7.75
EM_paper_92,Iran,Ferdowsi University of Mashhad,8,9,7,6,9,7,8,7.75
EM_paper_92,USA,Massachusetts Institute of Technology,9,8,9,7,9,8,8,8.3
EM_paper_92,USA,University of Houston,8,9,7,8,9,8,8,8
EM_paper_92,USA,Western Washington University,8,9,8,7,9,8,8,8
EM_paper_92,Brazil,University of Sao Paulo,8,9,7,8,9,7,8,8
EM_paper_92,Brazil,Universidade de Brasília,8,9,7,8,9,7,8,8.0
EM_paper_92,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,9,7,6,9,8,8,8
EM_paper_92,Egypt,Cairo University,8,9,7,6,9,7,8,7.75
EM_paper_92,Egypt,Alexandria University,8,9,7,8,9,8,8,8.143
EM_paper_92,Egypt,Zagazig University,8,9,7,7,9,8,8,8
EM_paper_92,Australia,The University of Melbourne,8,9,7,6,9,8,8,8
EM_paper_92,Australia,The University of Adelaide,8,9,7,6,9,8,7,8
EM_paper_92,Australia,Queensland University of Technology (QUT),8,10,9,7,9,8,8,8.5
EM_paper_92,Germany,Technical University of Munich,8,9,9,7,8,8,9,8.5
EM_paper_92,Germany,University of Potsdam,8,9,7,8,9,7,8,8
EM_paper_92,Germany,Leibniz University Hannover,8,9,7,6,9,8,8,8
EM_paper_92,South Africa,University of Cape Town,8,9,9,7,8,8,8,8.1
EM_paper_92,South Africa,University of South Africa,9,8,7,6,9,8,7,7.75
EM_paper_92,South Africa,University of the Free State,8,9,7,6,9,7,8,8
AI_paper_8,Switzerland,ETH Zurich,8,9,9,7,8,8,8,8.0
AI_paper_8,Switzerland,University of Lausanne,8,9,9,7,9,8,8,8.25
AI_paper_8,Switzerland,Zurich University of Applied Sciences (ZHAW),8,9,7,8,9,8,9,8.25
AI_paper_8,England,University of Cambridge,8,9,9,7,9,8,8,8.25
AI_paper_8,England,University of Dundee,8,9,7,7,8,6,8,7.5
AI_paper_8,England,University of Wolverhampton,9,8,7,6,9,8,8,8
AI_paper_8,China,Peking University,8,9,7,8,9,7,8,8
AI_paper_8,China,Dalian University of Technology,9,8,7,6,9,8,8,8
AI_paper_8,China,China University of Mining and Technology,8,9,7,8,9,7,8,8
AI_paper_8,India,Indian Institute of Technology Bombay (IITB),8,9,7,8,9,8,8,8.0
AI_paper_8,India,University of Delhi,8,9,7,6,8,7,8,7.5
AI_paper_8,India,Indian Institute of Technology Hyderabad (IITH),9,8,7,6,8,7,8,7.5
AI_paper_8,Iran,Sharif University of Technology,8,9,7,8,9,7,8,8.0
AI_paper_8,Iran,Shiraz University,9,8,7,6,8,7,8,7.5
AI_paper_8,Iran,Ferdowsi University of Mashhad,8,9,7,6,9,8,8,8
AI_paper_8,USA,Massachusetts Institute of Technology,8,9,9,7,10,9,8,8.5
AI_paper_8,USA,University of Houston,9,8,7,6,8,7,8,7.5
AI_paper_8,USA,Western Washington University,8,9,7,6,9,8,7,8
AI_paper_8,Brazil,University of Sao Paulo,8,9,7,7,9,8,8,8
AI_paper_8,Brazil,Universidade de Brasília,9,8,9,7,8,8,8,8.0
AI_paper_8,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",9,8,7,6,9,8,8,8
AI_paper_8,Egypt,Cairo University,8,9,7,6,9,6,8,7.5
AI_paper_8,Egypt,Alexandria University,8,9,7,6,9,8,7,8
AI_paper_8,Egypt,Zagazig University,9,8,7,6,9,7,8,7.75
AI_paper_8,Australia,The University of Melbourne,8,9,9,7,8,8,8,8.0
AI_paper_8,Australia,The University of Adelaide,9,8,7,6,9,8,8,8
AI_paper_8,Australia,Queensland University of Technology (QUT),9,8,9,7,9,8,8,8.25
AI_paper_8,Germany,Technical University of Munich,9,8,7,6,8,7,8,7.5
AI_paper_8,Germany,University of Potsdam,9,8,7,6,8,7,8,7.5
AI_paper_8,Germany,Leibniz University Hannover,9,8,7,6,9,8,8,8
AI_paper_8,South Africa,University of Cape Town,9,8,7,8,9,8,8,8.25
AI_paper_8,South Africa,University of South Africa,8,9,7,6,9,8,7,8
AI_paper_8,South Africa,University of the Free State,9,8,7,6,8,7,8,7
AP_paper_43,Switzerland,ETH Zurich,9,8,9,7,8,8,9,8
AP_paper_43,Switzerland,University of Lausanne,8,9,7,6,9,8,8,8
AP_paper_43,Switzerland,Zurich University of Applied Sciences (ZHAW),7,8,9,6,8,7,8,7.5
AP_paper_43,England,University of Cambridge,8,9,7,6,8,7,8,7.5
AP_paper_43,England,University of Dundee,8,9,7,6,8,7,8,7.5
AP_paper_43,England,University of Wolverhampton,9,8,7,6,8,7,8,7.5
AP_paper_43,China,Peking University,8,9,7,6,8,7,8,7.5
AP_paper_43,China,Dalian University of Technology,7,8,9,6,8,7,8,7.5
AP_paper_43,China,China University of Mining and Technology,8,9,7,6,8,7,8,7.57
AP_paper_43,India,Indian Institute of Technology Bombay (IITB),9,8,7,6,9,8,8,8
AP_paper_43,India,University of Delhi,8,9,7,6,9,8,7,7.75
AP_paper_43,India,Indian Institute of Technology Hyderabad (IITH),8,9,7,6,9,8,8,8
AP_paper_43,Iran,Sharif University of Technology,8,9,7,6,8,7,8,7.5
AP_paper_43,Iran,Shiraz University,8,9,7,6,9,7,8,8
AP_paper_43,Iran,Ferdowsi University of Mashhad,9,8,7,6,8,7,8,7.5
AP_paper_43,USA,Massachusetts Institute of Technology,8,9,9,7,8,9,8,8.25
AP_paper_43,USA,University of Houston,9,8,9,7,8,8,8,8
AP_paper_43,USA,Western Washington University,9,8,7,6,8,8,8,7.75
AP_paper_43,Brazil,University of Sao Paulo,9,8,8,7,9,8,8,8.0
AP_paper_43,Brazil,Universidade de Brasília,9,8,8,7,9,8,8,8
AP_paper_43,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",9,8,7,6,8,7,8,7.5
AP_paper_43,Egypt,Cairo University,8,9,7,6,9,8,7,7.75
AP_paper_43,Egypt,Alexandria University,8,7,9,6,8,7,8,7
AP_paper_43,Egypt,Zagazig University,8,9,7,6,8,7,8,7.5
AP_paper_43,Australia,The University of Melbourne,8,9,8,7,9,8,8,8.0
AP_paper_43,Australia,The University of Adelaide,8,9,8,7,9,8,8,8
AP_paper_43,Australia,Queensland University of Technology (QUT),8,9,7,6,9,8,8,8
AP_paper_43,Germany,Technical University of Munich,8,9,9,7,8,8,8,8
AP_paper_43,Germany,University of Potsdam,9,8,7,6,9,8,8,8
AP_paper_43,Germany,Leibniz University Hannover,8,9,9,7,8,8,8,8
AP_paper_43,South Africa,University of Cape Town,9,8,7,6,8,8,8,7.71
AP_paper_43,South Africa,University of South Africa,8,9,7,6,9,8,7,7.75
AP_paper_43,South Africa,University of the Free State,8,9,7,6,9,8,7,8
CP_paper_52,Switzerland,ETH Zurich,9,8,7,6,8,8,9,7.75
CP_paper_52,Switzerland,University of Lausanne,9,8,7,6,8,8,9,7.88
CP_paper_52,Switzerland,Zurich University of Applied Sciences (ZHAW),9,8,7,6,9,8,8,8
CP_paper_52,England,University of Cambridge,8,9,7,8,9,7,8,8
CP_paper_52,England,University of Dundee,9,8,7,6,8,8,9,7.75
CP_paper_52,England,University of Wolverhampton,8,9,7,6,8,7,8,7.5
CP_paper_52,China,Peking University,9,8,7,6,9,8,8,8
CP_paper_52,China,Dalian University of Technology,8,9,7,6,8,7,8,7.5
CP_paper_52,China,China University of Mining and Technology,8,9,7,6,8,7,7,7.5
CP_paper_52,India,Indian Institute of Technology Bombay (IITB),9,8,7,6,9,8,8,7.875
CP_paper_52,India,University of Delhi,8,9,7,6,8,7,8,7.5
CP_paper_52,India,Indian Institute of Technology Hyderabad (IITH),8,9,7,6,8,7,8,7.5
CP_paper_52,Iran,Sharif University of Technology,8,9,7,6,8,7,8,7.5
CP_paper_52,Iran,Shiraz University,8,9,7,6,9,7,8,8
CP_paper_52,Iran,Ferdowsi University of Mashhad,9,8,7,6,8,7,8,7.5
CP_paper_52,USA,Massachusetts Institute of Technology,9,8,7,6,8,7,8,7.5
CP_paper_52,USA,University of Houston,9,8,7,6,9,8,8,8
CP_paper_52,USA,Western Washington University,9,8,7,6,8,7,8,7.5
CP_paper_52,Brazil,University of Sao Paulo,8,9,7,6,9,8,8,8
CP_paper_52,Brazil,Universidade de Brasília,8,9,7,6,9,7,8,7
CP_paper_52,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,9,7,6,9,8,8,8
CP_paper_52,Egypt,Cairo University,8,9,7,6,9,7,8,7.75
CP_paper_52,Egypt,Alexandria University,8,9,7,6,9,8,7,8
CP_paper_52,Egypt,Zagazig University,8,9,7,8,9,7,7,8
CP_paper_52,Australia,The University of Melbourne,9,8,7,6,8,7,8,7.5
CP_paper_52,Australia,The University of Adelaide,8,9,7,6,9,8,8,8
CP_paper_52,Australia,Queensland University of Technology (QUT),9,8,7,6,8,8,8,7.67
CP_paper_52,Germany,Technical University of Munich,9,8,7,6,8,7,9,7.5
CP_paper_52,Germany,University of Potsdam,9,8,7,6,8,7,9,7
CP_paper_52,Germany,Leibniz University Hannover,8,9,7,6,8,7,8,7.5
CP_paper_52,South Africa,University of Cape Town,9,8,7,6,9,8,8,8
CP_paper_52,South Africa,University of South Africa,9,8,7,6,9,8,8,8
CP_paper_52,South Africa,University of the Free State,8,9,7,6,8,7,8,7.5
AT_paper_34,Switzerland,ETH Zurich,9,8,9,7,8,9,8,8.0
AT_paper_34,Switzerland,University of Lausanne,9,8,7,6,8,7,8,7.5
AT_paper_34,Switzerland,Zurich University of Applied Sciences (ZHAW),8,7,9,6,8,7,8,7.5
AT_paper_34,England,University of Cambridge,8,9,10,6,7,9,8,8
AT_paper_34,England,University of Dundee,8,9,7,6,8,8,8,7.5
AT_paper_34,England,University of Wolverhampton,9,8,7,6,8,7,8,7.5
AT_paper_34,China,Peking University,9,8,7,6,8,7,8,7.5
AT_paper_34,China,Dalian University of Technology,9,8,7,6,9,8,7,7.75
AT_paper_34,China,China University of Mining and Technology,8,7,9,6,7,8,7,7.5
AT_paper_34,India,Indian Institute of Technology Bombay (IITB),9,8,7,6,9,8,7,7.67
AT_paper_34,India,University of Delhi,9,8,7,6,8,8,7,7.5
AT_paper_34,India,Indian Institute of Technology Hyderabad (IITH),8,9,9,7,8,7,8,8
AT_paper_34,Iran,Sharif University of Technology,,,,,,,,
AT_paper_34,Iran,Shiraz University,,,,,,,,
AT_paper_34,Iran,Ferdowsi University of Mashhad,,,,,,,,
AT_paper_34,USA,Massachusetts Institute of Technology,,,,,,,,
AT_paper_34,USA,University of Houston,,,,,,,,
AT_paper_34,USA,Western Washington University,,,,,,,,
AT_paper_34,Brazil,University of Sao Paulo,8,7,9,6,7,8,7,7.5
AT_paper_34,Brazil,Universidade de Brasília,7,8,9,6,7,8,7,7.5
AT_paper_34,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",9,8,7,6,8,7,8,7.5
AT_paper_34,Egypt,Cairo University,9,8,7,6,8,7,8,7.5
AT_paper_34,Egypt,Alexandria University,8,7,9,4,6,7,5,6.5
AT_paper_34,Egypt,Zagazig University,8,9,7,6,8,7,8,7.5
AT_paper_34,Australia,The University of Melbourne,9,8,9,7,8,9,8,8.0
AT_paper_34,Australia,The University of Adelaide,9,8,10,6,7,9,8,8
AT_paper_34,Australia,Queensland University of Technology (QUT),8,7,9,6,8,7,8,7.5
AT_paper_34,Germany,Technical University of Munich,9,8,9,7,8,8,7,8
AT_paper_34,Germany,University of Potsdam,9,8,7,5,9,8,6,7
AT_paper_34,Germany,Leibniz University Hannover,8,9,9,7,8,9,8,8.0
AT_paper_34,South Africa,University of Cape Town,8,9,7,6,8,7,7,7.5
AT_paper_34,South Africa,University of South Africa,8,7,9,6,8,7,7,7.5
AT_paper_34,South Africa,University of the Free State,8,7,9,6,7,8,7,7.5
CP_paper_87,Switzerland,ETH Zurich,8,9,8,7,9,8,9,8.25
CP_paper_87,Switzerland,University of Lausanne,8,9,7,6,8,7,8,7.5
CP_paper_87,Switzerland,Zurich University of Applied Sciences (ZHAW),8,9,7,6,8,7,8,7.5
CP_paper_87,England,University of Cambridge,8,9,7,6,8,7,8,7.5
CP_paper_87,England,University of Dundee,8,9,7,6,9,7,8,7.75
CP_paper_87,England,University of Wolverhampton,8,9,7,6,8,7,8,7.5
CP_paper_87,China,Peking University,8,9,7,6,9,6,8,7.5
CP_paper_87,China,Dalian University of Technology,8,9,7,8,9,6,7,7.75
CP_paper_87,China,China University of Mining and Technology,8,9,7,6,8,7,8,7.5
CP_paper_87,India,Indian Institute of Technology Bombay (IITB),8,9,7,6,8,7,8,7.5
CP_paper_87,India,University of Delhi,7,8,9,6,8,7,8,7.5
CP_paper_87,India,Indian Institute of Technology Hyderabad (IITH),8,7,7,6,8,7,8,7.125
CP_paper_87,Iran,Sharif University of Technology,8,9,7,6,8,7,7,7.5
CP_paper_87,Iran,Shiraz University,8,9,7,6,8,7,8,7.5
CP_paper_87,Iran,Ferdowsi University of Mashhad,8,9,7,8,9,6,7,8
CP_paper_87,USA,Massachusetts Institute of Technology,8,9,7,8,9,8,9,8.25
CP_paper_87,USA,University of Houston,8,9,7,6,8,7,8,7.5
CP_paper_87,USA,Western Washington University,8,9,7,6,8,7,8,7.5
CP_paper_87,Brazil,University of Sao Paulo,8,9,7,6,8,7,8,7.5
CP_paper_87,Brazil,Universidade de Brasília,8,9,7,8,9,7,8,8
